,east,north,tvd
50138,1561.5824481168327,303.2135933667,2037.046950949423
50139,1561.6206362219757,303.21360685653354,2037.085145903572
50140,1561.6588243274675,303.21362034499487,2037.1233408573728
50141,1561.6970124333081,303.213633832084,2037.1615358108254
50142,1561.7352005394978,303.2136473178009,2037.1997307639297
50143,1561.7733886460362,303.2136608021456,2037.2379257166858
50144,1561.8115767529232,303.21367428511815,2037.2761206690936
50145,1561.849764860159,303.21368776671846,2037.3143156211534
50146,1561.8879529677436,303.2137012469465,2037.3525105728647
50147,1561.926141075677,303.2137147258024,2037.390705524228
50148,1561.9643291839589,303.21372820328605,2037.428900475243
50149,1562.0025172925896,303.2137416793975,2037.4670954259097
50150,1562.0407054015693,303.2137551541368,2037.5052903762282
50151,1562.0788935108978,303.21376862750384,2037.5434853261986
50152,1562.1170816205752,303.2137820994987,2037.5816802758206
50153,1562.155269730601,303.21379557012136,2037.6198752250946
50154,1562.1934578409757,303.2138090393718,2037.6580701740202
